"";"Strains";"Replicate";"Day";"Area";"Mean";"Min";"Max";"cleared";"plate_coverage";"age";"date"
"653";"Bt22";2;8;1,5;35044,579;30624;52431;1;NA;NA;"10_29_2019"
"654";"Bt22";1;8;1,51;34602,922;28276;50781;1;NA;NA;"10_29_2019"
"655";"Ftc555";2;8;0,962;36408,472;28051;51132;1;NA;NA;"10_29_2019"
"656";"Ftc555";1;8;0,702;36384,804;31789;50934;0;NA;NA;"10_29_2019"
"657";"Bt63";2;9;0,188;35722,003;31783;51366;0;NA;NA;"10_29_2019"
"658";"Bt63";1;9;1,308;34929,782;28328;51337;1;NA;NA;"10_29_2019"
"659";"48";2;9;0,7;35829,209;31781;49825;0;NA;NA;"10_29_2019"
"660";"48";1;9;NA;NA;NA;NA;0;NA;NA;"10_29_2019"
"661";"Kn99";2;9;1,976;35680,139;8;65535;1;NA;NA;"10_29_2019"
"662";"Kn99";1;9;0,587;41244,539;55;65517;0;NA;NA;"10_29_2019"
"663";"Bt22";2;9;2,319;35013,538;3;65533;1;NA;NA;"10_29_2019"
"664";"Bt22";1;9;2,099;34813,37;4;65526;1;NA;NA;"10_29_2019"
"665";"Ftc555";2;9;1,116;36347,462;28034;51130;1;NA;NA;"10_29_2019"
"666";"Ftc555";1;9;0,913;36492,134;31419;49970;1;NA;NA;"10_29_2019"
"667";"Bt63";2;10;0,381;36061,049;83;65534;0;NA;NA;"10_29_2019"
"668";"Bt63";1;10;1,637;34905,493;12;65513;1;NA;NA;"10_29_2019"
"669";"48";2;10;0,88;35803,717;44;65462;0;NA;NA;"10_29_2019"
"670";"48";1;10;NA;NA;NA;NA;0;NA;NA;"10_29_2019"
"671";"Kn99";2;10;1,985;35685,071;27449;65535;1;NA;NA;"10_29_2019"
"672";"Kn99";1;10;0,784;41802,735;34518;48992;0;NA;NA;"10_29_2019"
"673";"Bt22";2;10;3,249;35227,353;30148;53664;1;NA;NA;"10_29_2019"
"674";"Bt22";1;10;2,699;35025,011;30481;52986;1;NA;NA;"10_29_2019"
"675";"Ftc555";2;10;1,282;36430,842;3;65534;1;NA;NA;"10_29_2019"
"676";"Ftc555";1;10;1,117;36484,5;3;65530;1;NA;NA;"10_29_2019"
"677";"Bt63";2;11;0,324;36119,405;31969;52718;0;NA;NA;"10_29_2019"
"678";"Bt63";1;11;2,026;35148,686;28647;51247;1;NA;NA;"10_29_2019"
"679";"48";2;11;1,06;36004,387;31416;48728;0;NA;NA;"10_29_2019"
"680";"48";1;11;NA;NA;NA;NA;0;NA;NA;"10_29_2019"
"681";"Kn99";2;11;2,744;36344,614;27770;64721;1;NA;NA;"10_29_2019"
"682";"Kn99";1;11;0,854;41891,372;38097;63116;0;NA;NA;"10_29_2019"
"683";"Bt22";2;11;4,417;35258,506;30192;52818;1;NA;NA;"10_29_2019"
"684";"Bt22";1;11;3,437;35037,721;28834;54168;1;NA;NA;"10_29_2019"
"685";"Ftc555";2;11;1,474;36554,552;27102;51853;1;NA;NA;"10_29_2019"
"686";"Ftc555";1;11;1,382;36665,597;31031;52430;1;NA;NA;"10_29_2019"
"687";"Bt63";2;12;0,319;36207,428;31648;58735;0;NA;NA;"10_29_2019"
"688";"Bt63";1;12;2,529;35248,517;29099;52187;1;NA;NA;"10_29_2019"
"689";"48";2;12;1,317;36169,236;31809;64761;0;NA;NA;"10_29_2019"
"690";"48";1;12;NA;NA;NA;NA;0;NA;NA;"10_29_2019"
"691";"Kn99";2;12;3,31;36574,393;27628;65535;1;NA;NA;"10_29_2019"
"692";"Kn99";1;12;0,911;41901,134;35713;50861;0;NA;NA;"10_29_2019"
"693";"Bt22";2;12;5,783;35218,3;3;65533;1;NA;NA;"10_29_2019"
"694";"Bt22";1;12;4,261;34970,232;3;65533;1;NA;NA;"10_29_2019"
"695";"Ftc555";2;12;1,686;36718,585;28325;51295;1;NA;NA;"10_29_2019"
"696";"Ftc555";1;12;1,707;36770,908;30938;51576;1;NA;NA;"10_29_2019"
"697";"21";1;1;0,322;19674,126;18069;26767;0;"smooth";"new";"10_14_2019"
"698";"21";2;1;0,267;21316,798;20226;22269;0;"smooth";"old";"10_14_2019"
"699";"22";1;1;0,261;19717,039;18556;20459;0;"smooth";"new";"10_14_2019"
"700";"22";2;1;0,393;21579,1;18586;27501;0;"rough";"old";"10_14_2019"
"701";"19";1;1;0,313;19385,355;17569;23071;0;"rough";"new";"10_14_2019"
"702";"19";2;1;0,295;20622,206;19369;24180;0;"smooth";"old";"10_14_2019"
"703";"20";1;1;0,227;18577,598;18030;21836;0;"smooth";"new";"10_14_2019"
"704";"20";2;1;0,594;20520,492;18790;27610;0;"rough";"old";"10_14_2019"
"705";"18";1;1;0,291;19080,86;17404;20885;0;"smooth";"new";"10_14_2019"
"706";"18";2;1;0,45;21118,581;18771;26775;0;"rough";"old";"10_14_2019"
"707";"Kn99";1;1;1,349;21422;18592;25357;0;"smooth";"old";"10_14_2019"
"708";"Kn99";2;1;0,711;22106,019;19166;28646;0;"smooth";"old";"10_14_2019"
"709";"21";1;2;0,332;19383,196;17686;22279;0;"smooth";"new";"10_14_2019"
"710";"21";2;2;0,248;20936,822;19840;22471;0;"smooth";"old";"10_14_2019"
"711";"22";1;2;0,257;19356,401;18038;21501;0;"smooth";"new";"10_14_2019"
"712";"22";2;2;0,437;21315,212;17550;28632;0;"rough";"old";"10_14_2019"
"713";"19";1;2;0,326;18710,964;17295;23735;0;"rough";"new";"10_14_2019"
"714";"19";2;2;0,304;19988,709;19052;25903;1;"smooth";"old";"10_14_2019"
"715";"20";1;2;0,23;18123,841;17369;24191;1;"smooth";"new";"10_14_2019"
"716";"20";2;2;0,616;20324,228;18663;29128;0;"rough";"old";"10_14_2019"
"717";"18";1;2;0,264;18428,3;17286;24731;0;"smooth";"new";"10_14_2019"
"718";"18";2;2;0,38;20840,17;18829;28590;0;"rough";"old";"10_14_2019"
"719";"Kn99";1;2;1,33;21474,322;18728;26665;0;"smooth";"old";"10_14_2019"
"720";"Kn99";2;2;0,77;22213,365;19381;29372;0;"smooth";"old";"10_14_2019"
"721";"21";1;3;0,327;19305,023;18049;22576;0;"smooth";"new";"10_14_2019"
"722";"21";2;3;0,267;20934,542;19672;23080;0;"smooth";"old";"10_14_2019"
"723";"22";1;3;0,266;19163,509;17891;21832;0;"smooth";"new";"10_14_2019"
"724";"22";2;3;0,382;21408,968;18667;28217;0;"rough";"old";"10_14_2019"
"725";"19";1;3;0,322;18816,088;17448;25152;0;"rough";"new";"10_14_2019"
"726";"19";2;3;0,29;19973,881;19085;26468;1;"smooth";"old";"10_14_2019"
"727";"20";1;3;0,254;18005,141;17290;24417;1;"smooth";"new";"10_14_2019"
"728";"20";2;3;0,574;20357,381;18808;28591;0;"rough";"old";"10_14_2019"
"729";"18";1;3;0,331;17997,709;17309;24281;1;"smooth";"new";"10_14_2019"
"730";"18";2;3;0,465;20093,634;18971;28385;1;"rough";"old";"10_14_2019"
"731";"Kn99";1;3;1,347;21356,171;18730;28418;0;"smooth";"old";"10_14_2019"
"732";"Kn99";2;3;0,737;21923,578;19493;28830;0;"smooth";"old";"10_14_2019"
"733";"21";1;4;0,313;20433,717;7;65525;0;"smooth";"new";"10_14_2019"
"734";"21";2;4;0,273;21943,496;4;65514;0;"smooth";"old";"10_14_2019"
"735";"22";1;4;0,271;19444,45;17739;22225;0;"smooth";"new";"10_14_2019"
"736";"22";2;4;0,395;21842,741;12;65513;0;"rough";"old";"10_14_2019"
"737";"19";1;4;0,329;18835,945;17632;26083;0;"rough";"new";"10_14_2019"
"738";"19";2;4;0,314;19907,055;18950;26183;1;"smooth";"old";"10_14_2019"
"739";"20";1;4;0,334;17894,801;17387;25205;1;"smooth";"new";"10_14_2019"
"740";"20";2;4;0,64;19778,636;19024;28185;1;"rough";"old";"10_14_2019"
"741";"18";1;4;0,458;18703,139;24;65513;1;"smooth";"new";"10_14_2019"
"742";"18";2;4;0,551;20342,049;27;65517;1;"rough";"old";"10_14_2019"
"743";"Kn99";1;4;1,451;20965,465;3;65534;0;"smooth";"old";"10_14_2019"
"744";"Kn99";2;4;0,849;21503,789;87;65534;0;"smooth";"old";"10_14_2019"
"745";"21";1;5;0,326;19674,64;132;64542;0;"smooth";"new";"10_14_2019"
"746";"21";2;5;0,291;21086,487;19675;24142;0;"smooth";"old";"10_14_2019"
"747";"22";1;5;0,307;19708,202;17826;22552;0;"smooth";"new";"10_14_2019"
"748";"22";2;5;0,339;21480,527;18724;27791;0;"rough";"old";"10_14_2019"
"749";"19";1;5;0,334;18814,025;17753;25509;1;"rough";"new";"10_14_2019"
"750";"19";2;5;0,38;19819,694;18838;27588;1;"smooth";"old";"10_14_2019"
"751";"20";1;5;0,513;18015,551;17460;26477;1;"smooth";"new";"10_14_2019"
"752";"20";2;5;0,775;19666,679;18890;32754;1;"rough";"old";"10_14_2019"
"753";"18";1;5;0,777;18730,984;35;65534;1;"smooth";"new";"10_14_2019"
"754";"18";2;5;0,77;19952,351;83;65481;1;"rough";"old";"10_14_2019"
"755";"Kn99";1;5;1,633;20664,361;55;65534;0;"smooth";"old";"10_14_2019"
"756";"Kn99";2;5;0,964;21359,508;87;65521;0;"smooth";"old";"10_14_2019"
"757";"21";1;6;0,374;19662,79;18306;23020;0;"smooth";"new";"10_14_2019"
"758";"21";2;6;0,332;21217,44;19786;24158;0;"smooth";"old";"10_14_2019"
"759";"22";1;6;0,358;19735,543;17966;22982;0;"smooth";"new";"10_14_2019"
"760";"22";2;6;0,339;21264,021;18750;26818;0;"rough";"old";"10_14_2019"
"761";"19";1;6;0,395;18821,239;17826;25660;1;"rough";"new";"10_14_2019"
"762";"19";2;6;0,457;19791,809;19007;26592;1;"smooth";"old";"10_14_2019"
"763";"20";1;6;0,837;18109,527;17421;26534;1;"smooth";"new";"10_14_2019"
"764";"20";2;6;0,963;19623,109;18863;27501;1;"rough";"old";"10_14_2019"
"765";"18";1;6;1,373;18071,444;15433;24709;1;"smooth";"new";"10_14_2019"
"766";"18";2;6;1,107;19539,812;18825;28031;1;"rough";"old";"10_14_2019"
"767";"Kn99";1;6;1,791;20326,516;18759;28130;0;"smooth";"old";"10_14_2019"
"768";"Kn99";2;6;1,073;20754,498;18998;28821;0;"smooth";"old";"10_14_2019"
"769";"21";1;7;0,409;19633,882;18397;22708;0;"smooth";"new";"10_14_2019"
"770";"21";2;7;0,385;21234,237;19795;23974;0;"smooth";"old";"10_14_2019"
"771";"22";1;7;0,435;19712,694;18109;23099;0;"smooth";"new";"10_14_2019"
"772";"22";2;7;0,295;21373,4;18993;27142;0;"rough";"old";"10_14_2019"
"773";"19";1;7;0,463;19629,24;24;65534;1;"rough";"new";"10_14_2019"
"774";"19";2;7;0,562;20510,689;40;65534;1;"smooth";"old";"10_14_2019"
"775";"20";1;7;1,317;18722,927;3;65534;1;"smooth";"new";"10_14_2019"
"776";"20";2;7;1,166;20203,071;3;65534;1;"rough";"old";"10_14_2019"
"777";"18";1;7;2,272;18111,997;15901;23596;1;"smooth";"new";"10_14_2019"
"778";"18";2;7;1,652;19589,392;18809;26526;1;"rough";"old";"10_14_2019"
"779";"Kn99";1;7;1,904;20284,972;18862;28150;0;"smooth";"old";"10_14_2019"
"780";"Kn99";2;7;1,261;20733,977;19115;28610;0;"smooth";"old";"10_14_2019"
"781";"21";1;8;0,474;19613,901;18283;22083;0;"smooth";"new";"10_14_2019"
"782";"21";2;8;0,462;21275,656;19936;24463;0;"smooth";"old";"10_14_2019"
"783";"22";1;8;0,525;19694,954;18072;23112;0;"smooth";"new";"10_14_2019"
"784";"22";2;8;0,286;21164,488;18970;26905;0;"rough";"old";"10_14_2019"
"785";"19";1;8;0,544;18793,269;17964;26326;1;"rough";"new";"10_14_2019"
"786";"19";2;8;0,678;19762,294;19103;26430;1;"smooth";"old";"10_14_2019"
"787";"20";1;8;2,014;18109,381;17395;25718;1;"smooth";"new";"10_14_2019"
"788";"20";2;8;1,458;19625,417;18789;26964;1;"rough";"old";"10_14_2019"
"789";"18";1;8;3,419;18114,119;15909;25047;1;"smooth";"new";"10_14_2019"
"790";"18";2;8;2,286;19506,617;18652;27888;1;"rough";"old";"10_14_2019"
"791";"Kn99";1;8;2,036;20151,772;18621;27790;0;"smooth";"old";"10_14_2019"
"792";"Kn99";2;8;1,454;20667,893;19017;28649;0;"smooth";"old";"10_14_2019"
"793";"21";1;9;0,551;19423,709;18108;22928;0;"smooth";"new";"10_14_2019"
"794";"21";2;9;0,524;21121,87;19654;23348;0;"smooth";"old";"10_14_2019"
"795";"22";1;9;0,661;19463,473;18029;22635;0;"smooth";"new";"10_14_2019"
"796";"22";2;9;0,246;20613,487;18528;27000;0;"rough";"old";"10_14_2019"
"797";"19";1;9;0,601;18581,206;17802;24897;1;"rough";"new";"10_14_2019"
"798";"19";2;9;0,874;19708,906;18883;26730;1;"smooth";"old";"10_14_2019"
"799";"20";1;9;2,97;17946,507;17171;25730;1;"smooth";"new";"10_14_2019"
"800";"20";2;9;1,897;19395,318;18652;27618;1;"rough";"old";"10_14_2019"
"801";"18";1;9;5,064;18104,044;76;65414;1;"smooth";"new";"10_14_2019"
"802";"18";2;9;3,227;19364,266;18366;27979;1;"rough";"old";"10_14_2019"
"803";"Kn99";1;9;2,187;20084,205;4;65514;0;"smooth";"old";"10_14_2019"
"804";"Kn99";2;9;1,695;20355,37;18702;29147;0;"smooth";"old";"10_14_2019"
"805";"11";1;1;0,244;18926,902;17791;23502;0;"rough";"new";"10_14_2019"
"806";"11";2;1;0,235;20218,983;19253;24587;0;"smooth";"old";"10_14_2019"
"807";"15";1;1;0,2;19754,519;40;65158;0;"rough";"new";"10_14_2019"
"808";"15";2;1;0,534;20973,314;3;65530;0;"smooth";"old";"10_14_2019"
"809";"4";1;1;0,225;19447,885;18770;23407;0;"smooth";"new";"10_14_2019"
"810";"4";2;1;0,231;19570,423;18732;20173;0;"smooth";"new";"10_14_2019"
"811";"5";1;1;0,214;21011,188;19892;23494;0;"smooth";"old";"10_14_2019"
"812";"5";2;1;0,23;20969,578;19150;25442;0;"rough";"old";"10_14_2019"
"813";"2";1;1;0,288;19242,719;236;65490;0;"rough";"new";"10_14_2019"
"814";"2";2;1;0,605;21117,829;3;65533;0;"rough";"old";"10_14_2019"
"815";"3";1;1;0,7;20340,51;43;65533;0;"smooth";"new";"10_14_2019"
"816";"3";2;1;0,995;21695,036;4;65533;0;"smooth";"old";"10_14_2019"
"817";"11";1;2;0,247;18404,918;17515;24006;1;"rough";"new";"10_14_2019"
"818";"11";2;2;0,238;19796,961;18993;26669;1;"smooth";"old";"10_14_2019"
"819";"15";1;2;0,215;18443,58;17658;25424;1;"rough";"new";"10_14_2019"
"820";"15";2;2;0,575;20548,018;18822;28303;0;"smooth";"old";"10_14_2019"
"821";"4";1;2;0,198;20309,343;156;65522;0;"smooth";"new";"10_14_2019"
"822";"4";2;2;0,185;20609,783;7;65525;0;"smooth";"new";"10_14_2019"
"823";"5";1;2;0,211;20166,712;19421;23795;0;"smooth";"old";"10_14_2019"
"824";"5";2;2;0,205;20410,612;19056;26811;0;"rough";"old";"10_14_2019"
"825";"2";1;2;0,291;18306,565;17433;23313;0;"rough";"new";"10_14_2019"
"826";"2";2;2;0,581;20416,443;18769;27817;0;"rough";"old";"10_14_2019"
"827";"3";1;2;0,701;19554,153;17363;24246;0;"smooth";"new";"10_14_2019"
"828";"3";2;2;0,973;21185,67;18694;26059;0;"smooth";"old";"10_14_2019"
"829";"11";1;3;0,254;18445,95;17442;25879;1;"rough";"new";"10_14_2019"
"830";"11";2;3;0,252;19754,278;19058;27246;1;"smooth";"old";"10_14_2019"
"831";"15";1;3;0,306;18417,452;17715;26541;1;"rough";"new";"10_14_2019"
"832";"15";2;3;0,569;19705,439;18918;27877;1;"smooth";"old";"10_14_2019"
"833";"4";1;3;0,229;18759,902;17657;22612;0;"smooth";"new";"10_14_2019"
"834";"4";2;3;0,23;19073,797;18143;21105;0;"smooth";"new";"10_14_2019"
"835";"5";1;3;0,211;19983,712;19233;25434;1;"smooth";"old";"10_14_2019"
"836";"5";2;3;0,204;20396,166;19086;27750;1;"rough";"old";"10_14_2019"
"837";"2";1;3;0,307;18098,721;17328;23381;1;"rough";"new";"10_14_2019"
"838";"2";2;3;0,584;20208,439;18230;28735;0;"rough";"old";"10_14_2019"
"839";"3";1;3;0,703;19221,601;17450;26402;0;"smooth";"new";"10_14_2019"
"840";"3";2;3;0,978;20941,502;18764;28290;0;"smooth";"old";"10_14_2019"
"841";"11";1;4;0,299;18467,758;17482;25149;1;"rough";"new";"10_14_2019"
"842";"11";2;4;0,311;19721,393;19015;25738;1;"smooth";"old";"10_14_2019"
"843";"15";1;4;0,471;18400,122;17699;25616;1;"rough";"new";"10_14_2019"
"844";"15";2;4;0,752;19682,756;19030;27883;1;"smooth";"old";"10_14_2019"
"845";"4";1;4;0,241;19101,958;17778;22140;0;"smooth";"new";"10_14_2019"
"846";"4";2;4;0,251;19348,773;18088;21876;0;"smooth";"new";"10_14_2019"
"847";"5";1;4;0,237;20049,152;19172;25750;1;"smooth";"old";"10_14_2019"
"848";"5";2;4;0,25;20327,041;19095;32781;1;"rough";"old";"10_14_2019"
"849";"2";1;4;0,351;18078,407;17477;25831;1;"rough";"new";"10_14_2019"
"850";"2";2;4;0,592;19716,575;18230;28629;0;"rough";"old";"10_14_2019"
"851";"3";1;4;0,689;18813,241;17542;26799;0;"smooth";"new";"10_14_2019"
"852";"3";2;4;1,086;20378,9;18762;28535;0;"smooth";"old";"10_14_2019"
"853";"11";1;5;0,384;18489,564;17566;25123;1;"rough";"new";"10_14_2019"
"854";"11";2;5;0,402;19664,774;18776;26931;1;"smooth";"old";"10_14_2019"
"855";"15";1;5;0,794;18872,966;4;65526;1;"rough";"new";"10_14_2019"
"856";"15";2;5;1,146;19835,525;115;65457;1;"smooth";"old";"10_14_2019"
"857";"4";1;5;0,282;19418,965;17655;22266;0;"smooth";"new";"10_14_2019"
"858";"4";2;5;0,286;19590,873;17876;22405;0;"smooth";"new";"10_14_2019"
"859";"5";1;5;0,279;20168,622;19278;26513;1;"smooth";"old";"10_14_2019"
"860";"5";2;5;0,303;20284,918;19255;26622;1;"rough";"old";"10_14_2019"
"861";"2";1;5;0,437;18163,87;17549;26095;1;"rough";"new";"10_14_2019"
"862";"2";2;5;0,726;19550,499;312;65401;1;"rough";"old";"10_14_2019"
"863";"3";1;5;0,8;19047,311;99;65485;0;"smooth";"new";"10_14_2019"
"864";"3";2;5;1,125;20071,965;91;65462;0;"smooth";"old";"10_14_2019"
"865";"11";1;6;0,455;18506,7;17741;25118;1;"rough";"new";"10_14_2019"
"866";"11";2;6;0,539;19703,74;19085;27137;1;"smooth";"old";"10_14_2019"
"867";"15";1;6;1,326;18655,775;17612;25389;1;"rough";"new";"10_14_2019"
"868";"15";2;6;1,592;19830,359;18944;27558;1;"smooth";"old";"10_14_2019"
"869";"4";1;6;0,331;19538,553;17951;23791;0;"smooth";"new";"10_14_2019"
"870";"4";2;6;0,325;19553,411;18004;22452;0;"smooth";"new";"10_14_2019"
"871";"5";1;6;0,345;20212,569;19350;25281;1;"smooth";"old";"10_14_2019"
"872";"5";2;6;0,369;20333,307;19279;26593;0;"rough";"old";"10_14_2019"
"873";"2";1;6;0,563;18212,336;15953;25922;1;"rough";"new";"10_14_2019"
"874";"2";2;6;0,91;19469,474;18848;28416;1;"rough";"old";"10_14_2019"
"875";"3";1;6;0,9;18626,562;17739;26702;0;"smooth";"new";"10_14_2019"
"876";"3";2;6;1,245;19672,443;18882;27760;0;"smooth";"old";"10_14_2019"
"877";"11";1;7;0,525;18529,577;17752;24477;1;"rough";"new";"10_14_2019"
"878";"11";2;7;0,723;19729,963;18924;26714;1;"smooth";"old";"10_14_2019"
"879";"15";1;7;2,097;18677,715;17565;25890;1;"rough";"new";"10_14_2019"
"880";"15";2;7;2,318;19906,587;18910;28046;1;"smooth";"old";"10_14_2019"
"881";"4";1;7;0,391;19569,044;18109;22525;0;"smooth";"new";"10_14_2019"
"882";"4";2;7;0,38;19613,738;18120;22981;0;"smooth";"new";"10_14_2019"
"883";"5";1;7;0,403;20211,684;19421;24425;1;"smooth";"old";"10_14_2019"
"884";"5";2;7;0,432;20277,484;19291;26286;0;"rough";"old";"10_14_2019"
"885";"2";1;7;0,758;18295,661;17635;25860;1;"rough";"new";"10_14_2019"
"886";"2";2;7;1,111;19467,253;18807;28310;1;"rough";"old";"10_14_2019"
"887";"3";1;7;0,995;18612,822;17692;26392;0;"smooth";"new";"10_14_2019"
"888";"3";2;7;1,383;19609,93;18863;28174;0;"smooth";"old";"10_14_2019"
"889";"11";1;8;0,669;18649,334;17731;26012;1;"rough";"new";"10_14_2019"
"890";"11";2;8;0,971;19797,332;18995;27445;1;"smooth";"old";"10_14_2019"
"891";"15";1;8;3,158;18726,439;17506;26329;0;"rough";"new";"10_14_2019"
"892";"15";2;8;3,162;19979,83;18785;27299;0;"smooth";"old";"10_14_2019"
"893";"4";1;8;0,457;20379,064;3;65530;0;"smooth";"new";"10_14_2019"
"894";"4";2;8;0,46;20383,296;24;65513;0;"smooth";"new";"10_14_2019"
"895";"5";1;8;0,468;20997,27;99;65517;1;"smooth";"old";"10_14_2019"
"896";"5";2;8;0,518;20872,85;40;65534;1;"rough";"old";"10_14_2019"
"897";"2";1;8;0,96;18332,926;15874;27057;1;"rough";"new";"10_14_2019"
"898";"2";2;8;1,339;19405,929;18788;27954;1;"rough";"old";"10_14_2019"
"899";"3";1;8;1,114;18676,007;17704;26865;1;"smooth";"new";"10_14_2019"
"900";"3";2;8;1,559;19638,653;18828;28244;1;"smooth";"old";"10_14_2019"
"901";"11";1;9;0,814;18743,522;17821;25490;1;"rough";"new";"10_14_2019"
"902";"11";2;9;1,261;19754,992;18960;27119;1;"smooth";"old";"10_14_2019"
"903";"15";1;9;4,569;18751,625;17136;26925;0;"rough";"new";"10_14_2019"
"904";"15";2;9;4,289;19836,95;18552;27806;0;"smooth";"old";"10_14_2019"
"905";"4";1;9;0,526;19552,236;18136;22449;0;"smooth";"new";"10_14_2019"
"906";"4";2;9;0,538;19578,842;18243;23347;0;"smooth";"new";"10_14_2019"
"907";"5";1;9;0,552;20325,379;19489;23461;1;"smooth";"old";"10_14_2019"
"908";"5";2;9;0,58;20223,822;19361;25737;1;"rough";"old";"10_14_2019"
"909";"2";1;9;1,345;18448,402;15868;25131;1;"rough";"new";"10_14_2019"
"910";"2";2;9;1,768;19535,735;18680;28220;1;"rough";"old";"10_14_2019"
"911";"3";1;9;1,235;18722,196;17807;26041;1;"smooth";"new";"10_14_2019"
"912";"3";2;9;1,7;19601,537;18814;28109;1;"smooth";"old";"10_14_2019"
"913";"16";1;1;0,236;20105,428;55;65461;0;"smooth";"new";"10_14_2019"
"914";"16";2;1;0,279;21537,661;24;65526;0;"smooth";"old";"10_14_2019"
"915";"1";1;1;0,222;19302,49;147;65462;0;"smooth";"new";"10_14_2019"
"916";"1";2;1;0,241;20290,698;19539;24042;0;"smooth";"old";"10_14_2019"
"917";"13";1;1;0,279;19404,067;17475;23477;0;"rough";"new";"10_14_2019"
"918";"13";2;1;0,24;20763,577;19609;22658;0;"smooth";"old";"10_14_2019"
"919";"10";1;1;0,21;19088,423;18104;20965;0;"smooth";"new";"10_14_2019"
"920";"10";2;1;0,699;20750,901;18440;32336;0;"smooth";"old";"10_14_2019"
"921";"9";1;1;0,253;20119,977;371;65430;0;"smooth";"new";"10_14_2019"
"922";"9";2;1;0,641;21518,226;44;65462;0;"smooth";"old";"10_14_2019"
"923";"23";1;1;0,169;18687,246;175;65486;0;"smooth";"new";"10_14_2019"
"924";"23";2;1;0,315;21305,203;284;65401;0;"smooth";"old";"10_14_2019"
"925";"16";1;2;0,242;18589,615;17428;24415;0;"smooth";"new";"10_14_2019"
"926";"16";2;2;0,268;20187,501;19072;26792;0;"smooth";"old";"10_14_2019"
"927";"1";1;2;0,223;18358,821;17764;23116;1;"smooth";"new";"10_14_2019"
"928";"1";2;2;0,235;19831,547;19356;22671;0;"smooth";"old";"10_14_2019"
"929";"13";1;2;0,246;18914,278;17455;26348;0;"rough";"new";"10_14_2019"
"930";"13";2;2;0,264;20329,639;19010;27075;0;"smooth";"old";"10_14_2019"
"931";"10";1;2;0,236;18380,047;17512;24979;0;"smooth";"new";"10_14_2019"
"932";"10";2;2;0,725;20650,197;18880;28273;0;"smooth";"old";"10_14_2019"
"933";"9";1;2;0,215;19616,033;18588;21626;0;"smooth";"new";"10_14_2019"
"934";"9";2;2;0,632;20747,452;18661;27658;0;"smooth";"old";"10_14_2019"
"935";"23";1;2;0,181;18184,49;17595;26094;1;"smooth";"new";"10_14_2019"
"936";"23";2;2;0,281;20759,339;19086;28936;0;"smooth";"old";"10_14_2019"
"937";"16";1;3;0,284;17915,087;17376;24476;1;"smooth";"new";"10_14_2019"
"938";"16";2;3;0,305;19640,725;18923;26841;1;"smooth";"old";"10_14_2019"
"939";"1";1;3;0,24;18439,782;17780;24474;1;"smooth";"new";"10_14_2019"
"940";"1";2;3;0,261;19743,704;19259;24401;1;"smooth";"old";"10_14_2019"
"941";"13";1;3;0,312;18182,297;17265;26586;1;"rough";"new";"10_14_2019"
"942";"13";2;3;0,299;19606,738;18963;26991;1;"smooth";"old";"10_14_2019"
"943";"10";1;3;0,293;18092,25;17452;25223;1;"smooth";"new";"10_14_2019"
"944";"10";2;3;0,603;19754,962;18877;27902;0;"smooth";"old";"10_14_2019"
"945";"9";1;3;0,226;19431,129;18277;22215;0;"smooth";"new";"10_14_2019"
"946";"9";2;3;0,629;20688,795;18767;28085;0;"smooth";"old";"10_14_2019"
"947";"23";1;3;0,25;18198,627;17626;26122;1;"smooth";"new";"10_14_2019"
"948";"23";2;3;0,317;19981,321;19142;28055;1;"smooth";"old";"10_14_2019"
"949";"16";1;4;0,416;17941,109;17402;24908;1;"smooth";"new";"10_14_2019"
"950";"16";2;4;0,41;19532,382;18763;27305;1;"smooth";"old";"10_14_2019"
"951";"1";1;4;0,272;18493,698;17684;23589;1;"smooth";"new";"10_14_2019"
"952";"1";2;4;0,321;19774,6;19249;24960;1;"smooth";"old";"10_14_2019"
"953";"13";1;4;0,406;18037,602;17490;25569;1;"rough";"new";"10_14_2019"
"954";"13";2;4;0,425;19498,683;18879;27599;1;"smooth";"old";"10_14_2019"
"955";"10";1;4;0,471;18249,74;17435;25413;1;"smooth";"new";"10_14_2019"
"956";"10";2;4;0,801;19656,359;18826;32369;0;"smooth";"old";"10_14_2019"
"957";"9";1;4;0,231;19564,877;18241;22610;0;"smooth";"new";"10_14_2019"
"958";"9";2;4;0,622;20462,242;18724;27664;0;"smooth";"old";"10_14_2019"
"959";"23";1;4;0,385;18217,47;17590;24737;1;"smooth";"new";"10_14_2019"
"960";"23";2;4;0,445;19881,813;18867;27665;0;"smooth";"old";"10_14_2019"
"961";"16";1;5;0,69;18743,576;3;65534;1;"smooth";"new";"10_14_2019"
"962";"16";2;5;0,627;20163,399;19;65494;1;"smooth";"old";"10_14_2019"
"963";"1";1;5;0,339;18579,601;17582;23703;1;"smooth";"new";"10_14_2019"
"964";"1";2;5;0,435;19754,64;19161;24885;1;"smooth";"old";"10_14_2019"
"965";"13";1;5;0,568;18061,28;17439;24911;1;"rough";"new";"10_14_2019"
"966";"13";2;5;0,679;19392,569;18817;27498;1;"smooth";"old";"10_14_2019"
"967";"10";1;5;0,837;18446,974;17453;24297;1;"smooth";"new";"10_14_2019"
"968";"10";2;5;1,062;19673,523;18802;32681;0;"smooth";"old";"10_14_2019"
"969";"9";1;5;0,275;20926,667;20;65490;0;"smooth";"new";"10_14_2019"
"970";"9";2;5;0,506;20589,678;119;65533;0;"smooth";"old";"10_14_2019"
